,,,,,,,,,,,,,,,,,,,,,,,,,Semester: Spring 2023,
,,,,,,,,,,,DEPARTMENT OF COMPUTER SCIENCE AND ENGINEERING,,,,,,,,,,,,,,,
,,,,,,,,,,,,Class Routine for CSE Program (Day),,,,,,,,,,,,,Version 2.2,
,"Effective From: February 04, 2023",,,,,,,,,,,,,,,,,,,,,,,"Prepared by: Class Routine Committee, Dept. of CSE",,
,,,,,,,,,,,,,Saturday,,,,,,,,,,,,,
,08:30-09:30,,,09:30-10:30,,,10:30-11:30,,,11.30-12:30,,,12:30-01:30,,,01:30-02:30,,,02:30-03:30,,,03:30-04:30,,,04:30-05:30,
Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher
AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,
(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,
AB04-613,,,AB04-613,,,AB04-613,,,AB04-613,,,AB04-613,,,AB04-613,,,AB04-613,,,AB04-613,,,AB04-613,,
(DAFFODIL,,,(DAFFODIL,,,(DAFFODIL,,,(DAFFODIL,,,(DAFFODIL,,,(DAFFODIL,,,(DAFFODIL,,,(DAFFODIL,,,(DAFFODIL,,
ROBOTICS LAB),,,ROBOTICS LAB),,,ROBOTICS LAB),,,ROBOTICS LAB),,,ROBOTICS LAB),,,ROBOTICS LAB),,,ROBOTICS LAB),,,ROBOTICS LAB),,,ROBOTICS LAB),,
AB04-501(A),,,AB04-501(A),,,AB04-501(A),,,AB04-501(A),,,AB04-501(A),,,AB04-501(A),,,AB04-501(A),,,AB04-501(A),,,AB04-501(A),,
,CSE332(57_PC-A),SMTS,,CSE332(57_PC-A),SMTS,,CSE332(57_PC-A),SMTS,,CSE335(57_B),MJA,,CSE335(57_B),MJA,,CSE335(57_B),MJA,,CSE335(56_PC-C2),KMSI,,CSE335(56_PC-C2),KMSI,,CSE335(56_PC-C2),KMSI
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-501(B),,,AB04-501(B),,,AB04-501(B),,,AB04-501(B),,,AB04-501(B),,,AB04-501(B),,,AB04-501(B),,,AB04-501(B),,,AB04-501(B),,
,CSE314(58_A),NRC,,CSE314(58_A),NRC,,CSE314(58_A),NRC,,CSE114(64_K),FAF,,CSE114(64_K),FAF,,CSE114(64_K),FAF,,CSE335(56_PC-C1),ASN,,CSE335(56_PC-C1),ASN,,CSE335(56_PC-C1),ASN
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-503,,,AB04-503,,,AB04-503,,,AB04-503,,,AB04-503,,,AB04-503,,,AB04-503,,,AB04-503,,,AB04-503,,
,CSE324(58_PC-B),SL,,CSE324(58_PC-B),SL,,CSE324(58_PC-B),SL,,CSE422(55_D),NNM,,CSE422(55_D),NNM,,CSE422(55_D),NNM,,CSE232(59_PC-A),GR,,CSE232(59_PC-A),GR,,CSE232(59_PC-A),GR
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-504,,,AB04-504,,,AB04-504,,,AB04-504,,,AB04-504,,,AB04-504,,,AB04-504,,,AB04-504,,,AB04-504,,
,CSE135(63_F),TK,,CSE135(63_F),TK,,CSE135(62_G),FNK,,CSE135(62_G),FNK,,CSE135(63_M),ACC,,CSE135(63_M),ACC,,CSE232(59_PC-C),PDS,,CSE232(59_PC-C),PDS,,CSE232(59_PC-C),PDS
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-510,,,AB04-510,,,AB04-510,,,AB04-510,,,AB04-510,,,AB04-510,,,AB04-510,,,AB04-510,,,AB04-510,,
,CSE114(64_I),ATR,,CSE114(64_I),ATR,,CSE114(64_I),ATR,,CSE215(60_PC-F),SS,,CSE215(60_PC-F),SS,,CSE215(60_PC-F),SS,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-513,,,AB04-513,,,AB04-513,,,AB04-513,,,AB04-513,,,AB04-513,,,AB04-513,,,AB04-513,,,AB04-513,,
,CSE312(58_PC-A),TFS,,CSE312(58_PC-A),TFS,,CSE312(58_PC-A),TFS,,CSE215(61_P),MUM,,CSE215(61_P),MUM,,,,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-514,,,AB04-514,,,AB04-514,,,AB04-514,,,AB04-514,,,AB04-514,,,AB04-514,,,AB04-514,,,AB04-514,,
,CSE114(64_P),KD,,CSE114(64_P),KD,,CSE114(64_P),KD,,CSE135(62_E),NIS,,CSE135(62_E),NIS,,,,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-515,,,AB04-515,,,AB04-515,,,AB04-515,,,AB04-515,,,AB04-515,,,AB04-515,,,AB04-515,,,AB04-515,,
,CSE135(62_D),NIS,,CSE135(62_D),NIS,,,,,CSE415(56_PC-A1),FH,,CSE415(56_PC-A1),FH,,CSE415(56_PC-A1),FH,,CSE422(55_PC-D),AAKA,,CSE422(55_PC-D),AAKA,,CSE422(55_PC-D),AAKA
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-516,,,AB04-516,,,AB04-516,,,AB04-516,,,AB04-516,,,AB04-516,,,AB04-516,,,AB04-516,,,AB04-516,,
,CSE422(55_PC-I),MSRM,,CSE422(55_PC-I),MSRM,,CSE422(55_PC-I),MSRM,,CSE234(60_PC-G),NJR,,CSE234(60_PC-G),NJR,,CSE234(60_PC-G),NJR,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-517(A1),,,AB04-517(A1),,,AB04-517(A1),,,AB04-517(A1),,,AB04-517(A1),,,AB04-517(A1),,,AB04-517(A1),,,AB04-517(A1),,,AB04-517(A1),,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-517(A2),,,AB04-517(A2),,,AB04-517(A2),,,AB04-517(A2),,,AB04-517(A2),,,AB04-517(A2),,,AB04-517(A2),,,AB04-517(A2),,,AB04-517(A2),,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-517(B1),,,AB04-517(B1),,,AB04-517(B1),,,AB04-517(B1),,,AB04-517(B1),,,AB04-517(B1),,,AB04-517(B1),,,AB04-517(B1),,,AB04-517(B1),,
,,,,,,,,,,CSE422(56_C2),MNH,,CSE422(56_C2),MNH,,CSE422(56_C2),MNH,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-517(B2),,,AB04-517(B2),,,AB04-517(B2),,,AB04-517(B2),,,AB04-517(B2),,,AB04-517(B2),,,AB04-517(B2),,,AB04-517(B2),,,AB04-517(B2),,
,,,,,,,,,,CSE415(56_C1),TI,,CSE415(56_C1),TI,,CSE415(56_C1),TI,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-518,,,AB04-518,,,AB04-518,,,AB04-518,,,AB04-518,,,AB04-518,,,AB04-518,,,AB04-518,,,AB04-518,,
,CSE135(63_C),MZB,,CSE135(63_C),MZB,,,,,CSE312(59_A),AHS,,CSE312(59_A),AHS,,CSE312(59_A),AHS,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-811,,,AB04-811,,,AB04-811,,,AB04-811,,,AB04-811,,,AB04-811,,,AB04-811,,,AB04-811,,,AB04-811,,
,CSE415(55_PC-A),SM,,CSE415(55_PC-A),SM,,CSE415(55_PC-A),SM,,CSE415(55_F),JAP,,CSE415(55_F),JAP,,CSE415(55_F),JAP,,CSE422(55_PC-E),MMF,,CSE422(55_PC-E),MMF,,CSE422(55_PC-E),MMF
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-812,,,AB04-812,,,AB04-812,,,AB04-812,,,AB04-812,,,AB04-812,,,AB04-812,,,AB04-812,,,AB04-812,,
,CSE415(56_A2),MAIT,,CSE415(56_A2),MAIT,,CSE415(56_A2),MAIT,,CSE415(55_PC-K),NK,,CSE415(55_PC-K),NK,,CSE415(55_PC-K),NK,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-813(A),,,AB04-813(A),,,AB04-813(A),,,AB04-813(A),,,AB04-813(A),,,AB04-813(A),,,AB04-813(A),,,AB04-813(A),,,AB04-813(A),,
,CSE422(56_A1),NH,,CSE422(56_A1),NH,,CSE422(56_A1),NH,,,,,,,,,,,,,,,,,,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB04-814,,,AB04-814,,,AB04-814,,,AB04-814,,,AB04-814,,,AB04-814,,,AB04-814,,,AB04-814,,,AB04-814,,
,Booked for ACM,,,Booked for ACM,,,Booked for ACM,,,CSE335(56_PC-A2),ASN,,CSE335(56_PC-A2),ASN,,CSE335(56_PC-A2),ASN,,Booked for ACM,,,Booked for ACM,,,Booked for ACM,
(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,,(COM LAB),,
AB02-301,,,AB02-301,,,AB02-301,,,AB02-301,,,AB02-301,,,AB02-301,,,AB02-301,,,AB02-301,,,AB02-301,,
(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,
AB02-302,,,AB02-302,,,AB02-302,,,AB02-302,,,AB02-302,,,AB02-302,,,AB02-302,,,AB02-302,,,AB02-302,,
(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,
AB04-815,,,AB04-815,,,AB04-815,,,AB04-815,,,AB04-815,,,AB04-815,,,AB04-815,,,AB04-815,,,AB04-815,,
(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,
AB04-816,,,AB04-816,,,AB04-816,,,AB04-816,,,AB04-816,,,AB04-816,,,AB04-816,,,AB04-816,,,AB04-816,,
(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,,(PHY LAB),,
,,,,,,,,,,,,,CSE124(63_F)+CSE124,,,,,,,,,,,,,
AB04-201,CSE235(60_PC-F),SH,AB04-201,CSE214(60_PC-F),SS,AB04-201,,,AB04-201,CSE214(61_X),LI,AB04-201,,MRI,AB04-201,GED131(63_F),MSS,AB04-201,,,AB04-201,,,AB04-201,,
,,,,,,,,,,,,,(63_G),,,,,,,,,,,,,
AB04-208,ECO321(57_B),SMR,AB04-208,CSE325(57_B),AS,AB04-208,CSE411(56_PC-A),MIN,AB04-208,CSE112(64_I),MT,AB04-208,CSE336(56_A),MUH,AB04-208,CSE321(57_PC-A),ZH,AB04-208,,,AB04-208,,,AB04-208,,
AB04-213,MAT101(64_M),KK,AB04-213,CSE112(64_M),MIS,AB04-213,ENG101(64_M),MH,AB04-213,CSE325(57_PC-A),MM,AB04-213,CSE112(64_P),SM,AB04-213,CSE325(57_PC-B),MM,AB04-213,CSE321(57_PC-B),ZH,AB04-213,,,AB04-213,,
AB04-216,CSE333(56_C),AS,AB04-216,CSE411(56_C),MIN,AB04-216,GED216(61_X),MKS,AB04-216,CSE134(63_M),ACC,AB04-216,GED216(61_H),NHA,AB04-216,CSE421(56_PC-C),NH,AB04-216,ENG101(64_K),MH,AB04-216,,,AB04-216,,
AB04-217,CSE212(61_F),SMC,AB04-217,CSE225(61_X),SH,AB04-217,GED216(61_F),NHA,AB04-217,CSE325(57_A),AS,AB04-217,ECO321(57_A),SMR,AB04-217,CSE321(57_A),ATR,AB04-217,GED216(61_M),AAM*,AB04-217,MAT211(61_M),SD,AB04-217,,
AB04-218,GED216(61_N),AAM*,AB04-218,MAT211(61_G),PD,AB04-218,CSE212(61_I),MMIM,AB04-218,CSE134(63_E),MZB,AB04-218,CSE235(59_PC-B),ZMK,AB04-218,MAT211(61_H),PD,AB04-218,CSE214(61_Q),MUM,AB04-218,CSE225(61_Q),MDSH,AB04-218,,
AB04-219,ENG101(64_N),MH,AB04-219,CSE112(64_N),TI,AB04-219,MAT101(64_N),KK,AB04-219,CSE115(64_M),TA,AB04-219,MAT121(63_A),SP,AB04-219,GED216(61_E),RB,AB04-219,MAT211(61_E),MAH*,AB04-219,,,AB04-219,,
,,,,,,,,,,,,,,,,CSE124(63_D)+CSE124,,,,,,,,,,
AB04-220,,,AB04-220,CSE212(61_N),NAA,AB04-220,MAT121(63_E),SP,AB04-220,MAT211(61_L),PD,AB04-220,CSE212(61_B),MB,AB04-220,,KMSI,AB04-220,ENG123(63_L),RS,AB04-220,,,AB04-220,,
,,,,,,,,,,,,,,,,(63_E),,,,,,,,,,
AB04-221,GED216(61_P),AI,AB04-221,MAT211(61_P),SD,AB04-221,MAT101(64_R),MMH*,AB04-221,ENG101(64_R),NAP,AB04-221,CSE113(64_R),KD,AB04-221,GED216(61_O),AAM*,AB04-221,CSE131(63_E),FNK,AB04-221,CSE132(63_E),MSS,AB04-221,,
AB04-222,GED216(61_Y),MKS,AB04-222,CSE214(61_Y),UH,AB04-222,CSE124(63_H),MRI,AB04-222,MAT211(61_Y),YA,AB04-222,CSE134(63_D),MZB,AB04-222,ENG123(63_G),MA*,AB04-222,MAT121(63_D),SP,AB04-222,GED131(63_D),TRN,AB04-222,,
AB04-223,CSE132(63_P),MNF,AB04-223,MAT121(63_P),FAM,AB04-223,ENG123(63_P),ZF,AB04-223,ENG123(63_H),MA*,AB04-223,CSE134(63_P),MJZ,AB04-223,CSE124(63_P),MRI,AB04-223,MAT211(61_O),SD,AB04-223,CSE214(61_O),LI,AB04-223,CSE212(61_O),NAA
AB04-224,,,AB04-224,CSE212(61_L),ZHZ,AB04-224,GED216(61_L),AAM*,AB04-224,CSE414(56_B),MAMR,AB04-224,CSE421(56_B),NH,AB04-224,CSE411(56_B),MIN,AB04-224,CSE336(56_B),MUH,AB04-224,,,AB04-224,,
AB04-302,,,AB04-302,MAT101(64_K),MSA*,AB04-302,CSE414(55_PC-R),NK,AB04-302,CSE421(55_PC-R),MSRM,AB04-302,CSE423(55_PC-R),MMRN,AB04-302,CSE132(63_L),OI,AB04-302,CSE311(58_PC-A),TFS,AB04-302,MAT121(63_L),SS*,AB04-302,CSE131(63_L),UA
AB04-303,,,AB04-303,CSE414(55_H),JAP,AB04-303,CSE423(55_H),DAA,AB04-303,CSE423(55_H),DAA,AB04-303,CSE421(55_PC-A),MNH,AB04-303,CSE423(55_I),DAA,AB04-303,CSE423(55_I),DAA,AB04-303,CSE421(55_I),MNH,AB04-303,,
AB04-304,CSE214(60_PC-G),SS,AB04-304,CSE223(60_PC-G),DS,AB04-304,CSE235(60_PC-B),MZI,AB04-304,CSE311(59_PC-C),FKM,AB04-304,CSE225(61_E),AM,AB04-304,GED131(63_A),MNF,AB04-304,MAT211(61_U),MR,AB04-304,CSE225(61_U),MA,AB04-304,CSE212(61_U),MMRN
AB04-305,ENG123(63_J),MA*,AB04-305,CSE132(63_J),OI,AB04-305,CSE134(63_J),TK,AB04-305,CSE225(60_PC-B),NRC,AB04-305,CSE223(60_PC-B),ARS,AB04-305,GED216(61_J),NHA,AB04-305,STA221(60_PC-B),DMKH,AB04-305,CSE336(56_PC-A),KD,AB04-305,,
AB04-306,,,AB04-306,CSE334(57_PC-B),MJA,AB04-306,CSE113(64_L),FAF,AB04-306,CSE331(57_PC-B),SMTS,AB04-306,MAT211(61_C),MAH*,AB04-306,CSE225(61_C),AM,AB04-306,GED216(61_C),RB,AB04-306,CSE212(61_C),MB,AB04-306,,
AB04-307,,,AB04-307,CSE115(64_L),TA,AB04-307,ECO321(57_PC-B),SMR,AB04-307,CSE131(62_B),SR,AB04-307,MAT211(62_B),BCD,AB04-307,CSE236(59_PC-B),TA,AB04-307,CSE237(59_PC-B),LI,AB04-307,CSE311(59_PC-B),FKM,AB04-307,,
AB04-318(A),GED216(61_B),RB,AB04-318(A),MAT211(61_B),MAH*,AB04-318(A),CSE225(61_B),AM,AB04-318(A),MAT101(64_H),MSA*,AB04-318(A),CSE311(58_PC-B),TFS,AB04-318(A),ECO321(58_PC-B),SMR,AB04-318(A),CSE225(61_W),MA,AB04-318(A),GED216(61_W),MKS,AB04-318(A),MAT211(61_W),MR
AB04-318(B),CSE132(63_M),OI,AB04-318(B),CSE131(63_M),NJR,AB04-318(B),CSE214(61_G),FHN,AB04-318(B),CSE317(58_A),PDS,AB04-318(B),STA221(60_PC-C),AST,AB04-318(B),CSE223(60_PC-C),ARS,AB04-318(B),CSE235(60_PC-C),MZI,AB04-318(B),,,AB04-318(B),,
AB04-320,ENG123(63_N),RS,AB04-320,CSE132(63_N),MNF,AB04-320,CSE134(63_N),ACC,AB04-320,CSE112(64_L),ZMK,AB04-320,MAT121(63_N),FAM,AB04-320,GED131(63_N),MMA,AB04-320,CSE214(61_H),FHN,AB04-320,,,AB04-320,,
,,,,,,,,,,,,,CSE124(63_B)+CSE124,,,,,,,,,,,,,
AB04-801,,,AB04-801,CSE131(63_A),MUM,AB04-801,CSE132(63_A),MAH,AB04-801,CSE225(61_Z),SH,AB04-801,,GR,AB04-801,CSE132(63_C),MAH,AB04-801,,,AB04-801,,,AB04-801,,
,,,,,,,,,,,,,(63_C),,,,,,,,,,,,,
AB04-802,MAT211(62_C),BCD,AB04-802,CSE131(62_C),SR,AB04-802,CSE214(61_Z),MT,AB04-802,GED216(61_A),RB,AB04-802,CSE421(55_PC-F),MMF,AB04-802,CSE423(55_PC-F),MSHN,AB04-802,CSE414(55_PC-F),RKR,AB04-802,CSE235(59_A),ZMK,AB04-802,CSE236(59_A),SCH
AB04-803,GED216(61_Z),SAR,AB04-803,MAT211(61_Z),YA,AB04-803,CSE212(61_E),SMC,AB04-803,CSE414(55_PC-E),RKR,AB04-803,MAT121(63_H),SS*,AB04-803,CSE212(61_P),NAA,AB04-803,CSE132(62_E),UH,AB04-803,CSE414(56_C),RKR,AB04-803,,
AB04-804,PHY101(64_H),SHA,AB04-804,CSE423(55_F),MUH,AB04-804,CSE132(63_F),MSHN,AB04-804,CSE313(58_PC-A),MIS,AB04-804,CSE235(60_A),MZI,AB04-804,CSE131(62_E),SR,AB04-804,CSE411(55_D),RHK,AB04-804,,,AB04-804,,
AB04-813(B),CSE212(61_S),MJZ,AB04-813(B),MAT211(61_S),MR,AB04-813(B),CSE225(61_S),GR,AB04-813(B),CSE423(55_PC-I),MSHN,AB04-813(B),CSE323(58_PC-A),SL,AB04-813(B),CSE311(59_PC-A),FKM,AB04-813(B),CSE423(55_PC-K),MMRN,AB04-813(B),,,AB04-813(B),,
AB04-1404,,,AB04-1404,ENG101(64_H),AJS,AB04-1404,ENG123(63_O),RS,AB04-1404,GED131(63_O),MMA,AB04-1404,CSE132(63_O),MNF,AB04-1404,CSE313(58_A),MIS,AB04-1404,,,AB04-1404,,,AB04-1404,,
,,,,,,,,,,,"Lab (Electrical Circuit, Digital Electronics, Electronic Devices, and Circuits Lab)",,,,,,,,,,,,,,,
,08:30-09:30,,,09:30-10:30,,,10:30-11:30,,,11.30-12:30,,,12:30-01:30,,,01:30-02:30,,,02:30-03:30,,,03:30-04:30,,,04:30-05:30,
AB04-809,CSE213(61_A),MB,AB04-809,CSE213(61_A),MB,AB04-809,CSE213(61_A),MB,AB04-809,CSE133(62_D),UH,AB04-809,CSE133(62_D),UH,AB04-809,CSE133(62_G),UA,AB04-809,CSE133(62_G),UA,AB04-809,CSE133(63_B),MAH,AB04-809,CSE133(63_B),MAH
AB04-810,CSE224(60_A),ARS,AB04-810,CSE224(60_A),ARS,AB04-810,CSE224(60_A),ARS,AB04-810,CSE213(61_I),MMIM,AB04-810,CSE213(61_I),MMIM,AB04-810,CSE213(61_I),MMIM,AB04-810,CSE213(62_B),DBZ,AB04-810,CSE213(62_B),DBZ,AB04-810,CSE213(62_B),DBZ
AB03-103,Occupied by ICE,,AB03-103,Occupied by ICE,,AB03-103,,,AB03-103,,,AB03-103,Occupied by ICE,,AB03-103,Occupied by ICE,,AB03-103,CSE213(61_J),MMIM,AB03-103,CSE213(61_J),MMIM,AB03-103,CSE213(61_J),MMIM
EC-106,Occupied by EEE,,EC-106,Occupied by EEE,,EC-106,Occupied by EEE,,EC-106,Occupied by EEE,,EC-106,Occupied by EEE,,EC-106,Occupied by EEE,,EC-106,Occupied by EEE,,EC-106,Occupied by EEE,,EC-106,Occupied by EEE,
LAB-TBA1,,,LAB-TBA1,,,LAB-TBA1,,,LAB-TBA1,,,LAB-TBA1,,,LAB-TBA1,,,LAB-TBA1,CSE133(63_G),MSHN,LAB-TBA1,CSE133(63_G),MSHN,LAB-TBA1,,
,,,,,,,,,,,,,Sunday,,,,,,,,,,,,,
,08:30-09:30,,,09:30-10:30,,,10:30-11:30,,,11.30-12:30,,,12:30-01:30,,,01:30-02:30,,,02:30-03:30,,,03:30-04:30,,,04:30-05:30,
Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher,Room,Course,Teacher
AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,,AB04-502,,
(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,,(ROBOTICS LAB),,
